City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,ust-nera,64.5667,143.2,60.13,40,73,4.7,RU,1627624752
365,kyren,51.6828,102.1408,62.13,81,99,2.33,RU,1627624752
366,horni plana,48.7674,14.0326,64.58,84,39,2.42,CZ,1627624753
367,salaga,8.5508,-0.5188,72.66,82,66,4.27,GH,1627624753
368,staraya poltavka,50.4772,46.4814,87.46,38,7,11.3,RU,1627624753
369,canon city,38.441,-105.2424,78.96,38,1,10.36,US,1627624753
370,tupi paulista,-21.3811,-51.5706,39.34,40,11,5.77,BR,1627624754
371,olafsvik,64.8945,-23.7142,53.08,88,100,5.21,IS,1627624754
372,sai buri,6.7013,101.6168,87.51,64,100,7.67,TH,1627624754
373,gat,31.61,34.7642,83.39,65,0,7.07,IL,1627624755
374,saint anthony,45.0205,-93.218,69.4,79,1,0.0,US,1627624755
375,sosnogorsk,63.6023,53.8817,60.31,49,48,4.65,RU,1627624755
376,sukumo,32.9333,132.7333,90.3,41,5,7.43,JP,1627624756
377,viedma,-40.8135,-62.9967,51.49,29,2,18.79,AR,1627624756
378,paracelis,17.2667,121.4667,81.14,79,100,1.41,PH,1627624756
379,inirida,3.8653,-67.9239,71.24,95,62,1.16,CO,1627624756
380,vradiyivka,47.862,30.5919,75.67,70,21,11.61,UA,1627624757
381,lisakovsk,52.5369,62.4936,75.72,31,91,15.26,KZ,1627624757
382,kailua,21.4022,-157.7394,80.02,80,75,12.66,US,1627624757
383,belmonte,-15.8631,-38.8828,68.5,91,94,15.59,BR,1627624758
384,assiniboia,49.6334,-105.9845,66.11,52,23,6.91,CA,1627624758
385,poum,-20.2333,164.0167,72.75,75,3,20.51,NC,1627624758
386,marigot,18.0667,-63.0833,82.18,78,40,10.36,MF,1627624759
387,irbit,57.6705,63.071,56.52,99,100,7.58,RU,1627624759
388,kjollefjord,70.9457,27.3465,46.18,80,100,6.24,NO,1627624759
389,balykshi,47.0667,51.8667,87.8,20,0,4.47,KZ,1627624760
390,san lawrenz,36.0553,14.204,87.21,46,0,8.68,MT,1627624760
391,shar,49.5886,81.0453,78.22,30,99,13.62,KZ,1627624760
392,villaviciosa,43.4813,-5.4357,63.41,90,38,4.81,ES,1627624760
393,ulladulla,-35.35,150.4667,65.3,34,0,5.55,AU,1627624761
394,libertador general san martin,-23.8064,-64.7876,42.94,60,9,2.57,AR,1627624761
395,florin,38.496,-121.4088,89.44,44,40,1.01,US,1627624761
396,roebourne,-20.7833,117.1333,79.95,44,1,20.85,AU,1627624762
397,chulman,56.8479,124.9104,61.81,55,56,9.55,RU,1627624762
398,vanimo,-2.6741,141.3028,84.13,71,86,4.38,PG,1627624762
399,wonthaggi,-38.6044,145.5913,59.2,59,36,19.62,AU,1627624763
400,vestmannaeyjar,63.4427,-20.2734,53.83,91,33,9.1,IS,1627624763
401,faya,18.3851,42.4509,75.31,39,51,6.31,SA,1627624763
402,aksu,41.1231,80.2644,98.64,15,97,14.65,CN,1627624764
403,abalak,58.1286,68.5944,63.12,56,79,6.31,RU,1627624764
404,culebra,18.303,-65.301,82.2,80,100,19.17,PR,1627624764
405,chumikan,54.7183,135.315,51.17,94,100,27.51,RU,1627624765
406,kashi,39.4547,75.9797,94.21,13,20,20.13,CN,1627624765
407,teocaltiche,21.4333,-102.5833,61.59,94,79,4.72,MX,1627624765
408,buala,-8.145,159.5921,83.39,75,18,7.7,SB,1627624766
409,iralaya,15.0,-83.2333,78.96,85,22,9.73,HN,1627624766
410,voh,-20.9667,164.7,72.03,70,10,9.42,NC,1627624766
411,saint pete beach,27.7253,-82.7412,80.17,70,100,7.85,US,1627624766
412,carutapera,-1.195,-46.02,75.51,92,12,5.75,BR,1627624767
413,kenai,60.5544,-151.2583,56.03,87,83,8.37,US,1627624767
414,cabedelo,-6.9811,-34.8339,72.27,82,70,8.97,BR,1627624767
415,antofagasta,-23.65,-70.4,54.68,74,18,2.8,CL,1627624768
416,brus laguna,15.75,-84.4833,73.69,98,50,0.72,HN,1627624768
417,kiunga,-6.1219,141.2906,79.59,93,82,2.42,PG,1627624768
418,caravelas,-17.7125,-39.2481,67.14,85,100,14.67,BR,1627624769
419,sur,22.5667,59.5289,98.94,42,93,9.73,OM,1627624769
420,nakhon nayok,14.1667,101.1,93.99,60,100,10.71,TH,1627624769
421,omsukchan,62.5333,155.8,38.64,82,100,11.54,RU,1627624769
422,isangel,-19.55,169.2667,73.94,74,60,7.38,VU,1627624770
423,longhua,23.6137,114.1919,91.33,66,96,4.56,CN,1627624770
424,algiers,36.7525,3.042,75.02,94,40,5.75,DZ,1627624770
425,egvekinot,66.3167,-179.1667,34.81,95,100,1.48,RU,1627624771
426,kudahuvadhoo,2.6708,72.8944,82.04,71,91,3.89,MV,1627624771
427,faro,37.0194,-7.9322,69.58,46,0,3.44,PT,1627624725
428,tupik,54.4253,119.9327,69.22,47,3,10.8,RU,1627624771
429,hambantota,6.1241,81.1185,91.74,58,20,17.27,LK,1627624771
430,aleksandrow kujawski,52.8766,18.6935,64.47,86,48,8.55,PL,1627624741
431,vaitape,-16.5167,-151.75,78.24,75,63,14.67,PF,1627624772
432,bonthe,7.5264,-12.505,76.06,83,56,2.46,SL,1627624772
433,mitu,1.1983,-70.1733,70.54,99,87,2.3,CO,1627624773
434,pangnirtung,66.1451,-65.7125,48.79,79,14,3.4,CA,1627624773
435,anjozorobe,-18.4,47.8667,57.52,90,100,8.84,MG,1627624773
436,saint-dizier,48.4167,5.0833,59.05,85,6,5.39,FR,1627624774
437,sumenep,-7.0167,113.8667,85.73,61,48,4.83,ID,1627624774
438,mgachi,51.05,142.2667,67.05,99,100,1.86,RU,1627624774
439,asau,46.4333,26.4,78.4,61,0,1.32,RO,1627624774
440,ambulu,-8.345,113.6058,85.15,59,29,10.6,ID,1627624775
441,hastings,50.8552,0.5729,61.2,99,100,20.45,GB,1627624775
442,sesheke,-17.4759,24.2968,54.77,45,17,4.83,ZM,1627624775
443,mantua,45.1667,10.7833,76.69,82,4,3.0,IT,1627624776
444,bom jesus da lapa,-13.255,-43.4181,70.54,44,0,8.9,BR,1627624776
445,wakkanai,45.4094,141.6739,84.18,65,75,11.5,JP,1627624776
446,mount isa,-20.7333,139.5,92.97,12,5,5.75,AU,1627624777
447,miragoane,18.4423,-73.0876,80.2,73,3,1.74,HT,1627624777
448,tuatapere,-46.1333,167.6833,50.83,90,100,3.31,NZ,1627624777
449,alice springs,-23.7,133.8833,89.15,12,0,20.71,AU,1627624777
450,eatonton,33.3268,-83.3885,78.75,91,7,4.63,US,1627624778
451,altay,47.8667,88.1167,82.74,19,91,9.4,CN,1627624778
452,bereda,43.2686,-7.5406,60.01,100,50,1.59,ES,1627624778
453,lulea,65.5842,22.1547,59.07,88,90,4.61,SE,1627624779
454,alta floresta,-9.8756,-56.0861,61.3,48,0,5.59,BR,1627624779
455,marawi,7.9986,124.2928,79.34,76,74,2.93,PH,1627624779
456,hithadhoo,-0.6,73.0833,82.65,71,61,3.47,MV,1627624780
457,waterlooville,50.8807,-1.0304,59.5,81,86,13.0,GB,1627624780
458,son la,21.3167,103.9,83.66,72,100,2.19,VN,1627624744
459,wanning,18.8003,110.3967,90.18,66,100,14.83,CN,1627624780
460,flin flon,54.7682,-101.865,62.71,55,21,1.07,CA,1627624781
461,vao,-22.6667,167.4833,69.75,77,22,25.23,NC,1627624781
462,takhtamygda,54.1,123.5667,74.12,36,3,13.13,RU,1627624781
463,cotonou,6.3654,2.4183,76.98,88,40,10.36,BJ,1627624782
464,santa rosa,14.3122,121.1114,89.85,66,100,13.76,PH,1627624782
465,pontes e lacerda,-15.2261,-59.3353,50.85,34,0,4.27,BR,1627624782
466,kaeo,-35.1,173.7833,60.33,86,78,13.58,NZ,1627624782
467,herat,34.5,62.0,79.12,30,0,39.8,AF,1627624783
468,effium,6.6292,8.0593,71.65,95,100,3.85,NG,1627624783
469,lehututu,-23.9667,21.8667,47.35,39,0,8.03,BW,1627624783
470,szczecinek,53.7079,16.6994,66.34,64,1,12.12,PL,1627624784
471,vangaindrano,-23.35,47.6,70.14,76,64,3.51,MG,1627624784
472,alugan,12.2188,125.4808,91.31,56,91,4.21,PH,1627624784
473,qiongshan,20.0058,110.3542,91.38,66,40,4.47,CN,1627624785
474,ayagoz,47.9714,80.4392,75.7,25,100,17.58,KZ,1627624785
475,acarau,-2.8856,-40.12,76.57,90,57,8.16,BR,1627624785
476,srednekolymsk,67.45,153.6833,54.01,41,83,8.43,RU,1627624786
477,dunedin,-45.8742,170.5036,47.8,83,84,14.0,NZ,1627624786
478,gualaquiza,-3.4,-78.55,62.17,100,100,0.98,EC,1627624728
479,touros,-5.1989,-35.4608,72.5,86,23,10.2,BR,1627624786
480,mathathane,-22.2687,28.7495,59.0,37,0,9.13,BW,1627624787
481,yuzhou,34.1628,113.4639,89.87,58,13,8.81,CN,1627624787
482,san cristobal,7.7669,-72.225,63.93,96,73,4.59,VE,1627624787
483,fort nelson,58.8053,-122.7002,60.39,77,20,4.61,CA,1627624787
484,awbari,26.5921,12.7805,79.48,26,0,7.05,LY,1627624788
485,daru,-9.0763,143.2092,79.57,88,97,13.24,PG,1627624788
486,luganville,-15.5333,167.1667,78.17,84,43,8.97,VU,1627624788
487,santa maria,-29.6842,-53.8069,37.4,77,0,2.17,BR,1627624789
488,namie,37.4833,141.0,81.99,80,54,1.99,JP,1627624789
489,slave lake,55.2834,-114.769,69.78,52,1,3.44,CA,1627624789
490,koshurnikovo,54.1667,93.3,73.22,39,58,0.43,RU,1627624790
491,atherton,53.5237,-2.4935,56.28,94,100,1.99,GB,1627624790
492,narasannapeta,18.4167,84.05,82.0,74,100,6.29,IN,1627624790
493,maua,-23.6678,-46.4614,46.36,84,72,4.05,BR,1627624790
494,grindavik,63.8424,-22.4338,56.55,88,0,2.3,IS,1627624791
495,urumqi,43.801,87.6005,86.95,27,0,8.95,CN,1627624791
496,maryville,35.7565,-83.9705,79.66,84,58,1.01,US,1627624791
497,terracina,41.2863,13.2217,82.04,67,0,5.57,IT,1627624792
498,mala bilozerka,47.2474,34.9346,79.57,67,55,10.89,UA,1627624792
499,martapura,-3.4167,114.85,91.49,55,40,3.44,ID,1627624792
500,banff,51.1762,-115.5698,66.58,48,46,2.3,CA,1627624545
501,sobolevo,54.4299,31.8996,65.84,91,75,6.67,RU,1627624792
502,kasempa,-13.4584,25.8338,57.99,51,9,8.34,ZM,1627624793
503,krasnoarmeysk,51.0239,45.6969,76.3,48,4,9.1,RU,1627624793
504,marsh harbour,26.5412,-77.0636,83.03,72,28,11.61,BS,1627624793
505,sorong,-0.8833,131.25,85.33,66,60,6.71,ID,1627624794
506,mutoko,-17.397,32.2268,56.05,53,10,2.21,ZW,1627624794
507,pitimbu,-7.4706,-34.8086,72.19,85,96,6.85,BR,1627624794
508,waseca,44.0777,-93.5074,68.43,92,1,0.0,US,1627624795
509,la asuncion,11.0333,-63.8628,85.73,74,19,12.66,VE,1627624795
510,pochutla,15.7432,-96.4661,74.82,94,92,4.88,MX,1627624795
511,bako,5.7833,36.5667,66.99,67,100,2.28,ET,1627624795
512,bitung,1.4451,125.1824,79.65,72,34,12.35,ID,1627624796
513,pasighat,28.0667,95.3333,79.7,95,100,1.28,IN,1627624796
514,sibu,2.3,111.8167,84.51,70,40,8.05,MY,1627624796
515,fenoarivo,-18.933,47.4354,57.27,88,75,10.36,MG,1627624797
516,sabinas hidalgo,26.5,-100.1667,79.18,50,97,5.73,MX,1627624797
517,chhapar,27.8167,74.4,91.71,55,78,8.43,IN,1627624797
518,pangai,-19.8,-174.35,77.11,73,75,11.5,TO,1627624798
519,bay city,43.5945,-83.8889,67.95,81,1,11.5,US,1627624798
520,port hardy,50.6996,-127.4199,60.98,94,1,4.61,CA,1627624798
521,canton,23.1167,113.25,92.88,46,93,5.93,CN,1627624783
522,papara,-3.9839,-38.7273,78.69,92,65,5.12,BR,1627624799
523,qandala,11.472,49.8728,89.74,51,57,11.52,SO,1627624799
524,lakatoro,-16.0999,167.4164,78.66,80,41,7.94,VU,1627624799
525,asfi,32.2994,-9.2372,69.17,88,62,13.42,MA,1627624800
526,pevek,69.7008,170.3133,32.41,99,100,24.94,RU,1627624800
527,albertville,34.2676,-86.2089,76.89,75,1,0.0,US,1627624800
528,bentiu,9.2333,29.8333,74.21,91,100,4.56,SS,1627624800
529,nardaran,40.5561,50.0056,82.04,57,0,6.91,AZ,1627624801
530,half moon bay,37.4636,-122.4286,75.4,83,1,0.0,US,1627624801
531,kondinskoye,59.6481,67.41,62.42,46,70,8.9,RU,1627624801
532,vikhorevka,56.1201,101.1636,63.99,46,65,5.73,RU,1627624802
533,sola,-13.8833,167.55,80.01,73,51,4.68,VU,1627624802
534,korla,41.7597,86.1469,102.04,12,29,23.15,CN,1627624802
535,rio grande,-32.035,-52.0986,42.1,79,11,8.39,BR,1627624789
536,rivers,50.0308,-100.2403,67.33,38,57,7.16,CA,1627624804
537,faanui,-16.4833,-151.75,78.39,74,65,13.89,PF,1627624804
538,mumford,5.2618,-0.759,74.17,90,21,4.41,GH,1627624805
539,teseney,15.11,36.6575,77.74,79,68,17.0,ER,1627624806
540,kungurtug,50.5994,97.5228,69.91,27,29,1.39,RU,1627624807
541,dong hoi,17.4833,106.6,92.17,57,100,8.97,VN,1627624808
542,novopokrovka,49.8425,36.5477,73.78,66,51,6.85,UA,1627624809
543,camacha,33.0833,-16.3333,67.42,64,40,12.66,PT,1627624810
544,murgab,37.4966,61.9714,92.46,15,0,15.9,TM,1627624811
545,flinders,-34.5833,150.8552,66.2,52,0,1.99,AU,1627624811
546,smithers,54.7804,-127.1743,62.92,77,1,5.75,CA,1627624727
547,zhezkazgan,47.8043,67.7144,77.41,31,0,5.01,KZ,1627624812
548,manono,-7.3,27.4167,75.63,30,0,9.55,CD,1627624813
549,mahanoro,-19.9,48.8,69.75,86,89,7.49,MG,1627624813
550,namibe,-15.1961,12.1522,64.56,78,2,2.89,AO,1627624813
551,naryan-mar,67.6713,53.087,54.57,61,22,6.67,RU,1627624814
552,vestmanna,62.1564,-7.1664,49.12,93,84,18.41,FO,1627624815
553,misratah,32.3754,15.0925,82.29,65,0,4.03,LY,1627624675
554,shimoda,34.6667,138.95,86.11,71,58,4.14,JP,1627624815
555,prince rupert,54.3161,-130.3201,60.66,90,43,0.74,CA,1627624816
556,waddan,29.1614,16.139,78.78,48,0,7.4,LY,1627624817
557,tomatlan,19.9333,-105.25,76.33,91,3,2.33,MX,1627624817
558,nantucket,41.2835,-70.0995,71.71,94,100,27.11,US,1627624722
559,emerald,-23.5333,148.1667,79.34,30,0,7.07,AU,1627624817
560,bardiyah,31.7561,25.0865,83.41,59,0,14.7,LY,1627624818
561,onokhoy,51.932,108.0747,65.95,71,100,9.62,RU,1627624819
562,charters towers,-20.1,146.2667,86.79,23,12,0.94,AU,1627624819
563,gander,48.9682,-54.5906,55.53,76,40,8.99,CA,1627624639
564,santa barbara,34.7333,-120.0343,61.99,82,1,3.44,US,1627624726
565,columbus,39.9612,-82.9988,76.06,94,1,6.91,US,1627624722
566,sangueya,10.7,-14.3667,72.95,97,99,3.06,GN,1627624820
567,churapcha,62.0025,132.4325,74.93,26,9,6.6,RU,1627624821
568,orlik,52.5178,99.825,54.79,78,100,3.76,RU,1627624821
569,assare,-6.8744,-39.875,70.7,52,91,4.23,BR,1627624821
570,atambua,-9.1061,124.8925,84.0,49,10,0.83,ID,1627624822
571,iranshahr,27.2025,60.6848,104.04,7,23,4.34,IR,1627624823
572,frankfort,-27.2667,28.4833,42.66,57,0,3.96,ZA,1627624823
573,florianopolis,-27.6146,-48.5012,44.62,74,0,3.78,BR,1627624823
574,bredy,52.4153,60.3411,63.12,52,100,11.52,RU,1627624823
575,kuching,1.55,110.3333,89.82,66,20,4.61,MY,1627624824
576,galle,6.0367,80.217,82.06,81,21,14.85,LK,1627624825
577,avera,33.194,-82.5271,82.53,64,4,6.67,US,1627624825
578,koslan,63.4564,48.8989,60.71,56,91,5.23,RU,1627624825
579,huilong,31.8111,121.655,96.04,69,54,4.52,CN,1627624826
580,te anau,-45.4167,167.7167,49.03,89,100,0.83,NZ,1627624826
